	AS MFQ AQ	AS MFQ LUM	AS MFQ PQP	AS MFQ PYR	AS PYR AQ	AS PYR LUM	AS PYR MFQ	AS PYR PQP	ATM LUM AQ	ATM LUM MFQ	ATM LUM PQP	ATM LUM PYR	DHA PQP AQ	DHA PQP LUM	DHA PQP MFQ	DHA PQP PYR
962_6_2	9701.9177	8529.3251	8586.8196	9128.074	12514.0054	8308.4638	12084.952	9150.0201	7126.62584	8176.2926	6660.7618	9272.687	5520.7186	5972.5451	6705.8345	5677.2472
962_6_3	7944.04141	6434.67655	7236.8663	8470.1947	9927.5104	6028.62689	10049.2292	7157.59523	5480.14464	6743.0216	5427.1313	7581.18103	4337.40023	4681.5249	5607.2635	4563.65475
962_6_4	6172.78131	4389.87265	5842.3024	6929.65167	7410.3681	3916.58889	7908.6584	5199.83749	3883.73454	5177.63407	4231.667	5908.08603	3250.02913	3418.1507	4365.4144	3441.62523
962_6_5	4268.76851	2419.38035	4616.1299	5338.46715	4775.2755	1980.27588	5773.1586	3261.15334	2190.23234	3570.64977	3174.386	4155.78073	2088.54513	1974.8591	3044.9038	2427.06893
962_6_6	2413.35461	945.67145	3344.2888	3790.32907	2279.0229	746.9785	3669.9854	1561.38521	607.49474	2082.09667	2092.6159	2418.52183	983.45513	628.0592	1818.1456	1393.7239
962_7_1	11473.3947	10672.8431	10209.5346	10763.614	15093.3314	10681.0298	14553.734	11107.8281	8822.14184	9971.6336	8033.9678	11060.742	6738.7316	7261.6511	7970.9145	6880.3932
962_7_2	9713.24541	8519.88155	8881.6103	10078.9287	12474.1844	8328.77089	12455.4932	9179.35723	7090.85664	8413.3836	6804.6493	9293.75503	5533.54323	5901.4319	6827.8115	5771.60675
962_7_3	7907.34031	6350.02965	7492.7834	8526.13367	9872.9931	6012.97789	10238.1814	7148.58049	5395.83654	6756.87407	5573.716	7547.39203	4319.66313	4589.7577	5548.8364	4656.47223
962_7_4	6127.56151	4327.11235	6154.1119	6909.98515	7379.0345	3909.81088	8075.7746	5270.36034	3808.71534	5151.52877	4417.136	5866.56373	3226.03413	3324.8661	4301.4128	3569.22193
962_7_5	4241.58761	2387.82545	4921.0068	5321.63907	4743.0499	1996.3715	5848.6384	3315.51421	2109.81774	3537.74967	3359.2469	4115.59483	2020.95213	1901.2572	2993.3736	2455.9439
962_8_1	11484.72241	10663.39955	10504.3253	11714.4687	15053.5104	10701.33689	14924.2752	11137.16523	8786.37264	10208.7246	8177.8553	11081.81003	6751.55623	7190.5379	8092.8915	6974.75275
962_8_2	9676.54431	8435.23465	9137.5274	10134.86767	12419.6671	8313.12189	12644.4454	9170.34249	7006.54854	8427.23607	6951.234	9259.96603	5515.80613	5809.6647	6769.3844	5864.42423
962_8_3	7862.12051	6287.26935	7804.5929	8506.46715	9841.6595	6006.19988	10405.2976	7219.10334	5320.81734	6730.76877	5759.185	7505.86973	4295.66813	4496.4731	5484.8348	4784.06893
962_8_4	6100.38061	4295.55745	6458.9888	6893.15707	7346.8089	3925.9065	8151.2544	5324.72121	3728.30074	5118.62867	4601.9969	5826.37783	3158.44113	3251.2642	4249.8826	3598.0969
962_9_1	11448.02131	10578.75265	10760.2424	11770.40767	14998.9931	10685.68789	15113.2274	11128.15049	8702.06454	10222.57707	8324.44	11048.02103	6733.81913	7098.7707	8034.4644	7067.57023
962_9_2	9631.32451	8372.47435	9449.3369	10115.20115	12388.3335	8306.34388	12811.5616	9240.86534	6931.52934	8401.13077	7136.703	9218.44373	5491.81113	5716.3801	6705.3828	5992.02093
962_9_3	7834.93961	6255.71445	8109.4698	8489.63907	9809.4339	6022.2955	10480.7774	7273.46421	5240.40274	6697.86867	5944.0459	7465.68383	4228.07513	4422.8712	5433.3046	4812.9439
962_10_1	11402.80151	10515.99235	11072.0519	11750.74115	14967.6595	10678.90988	15280.3436	11198.67334	8627.04534	10196.47177	8509.909	11006.49873	6709.82413	7005.4861	7970.4628	7195.16693
962_10_2	9604.14361	8340.91945	9754.2138	10098.37307	12356.1079	8322.4395	12887.0414	9295.22621	6851.11474	8368.23067	7321.5639	9178.25783	5424.21813	5642.7782	6653.8526	6020.8959
962_11_1	11375.62061	10484.43745	11376.9288	11733.91307	14935.4339	10695.0055	15355.8234	11253.03421	8546.63074	10163.57167	8694.7699	10966.31283	6642.23113	6931.8842	7918.9326	7224.0419
965_1_1	1211.315	1161.406	1238.534	1289.093	1851.121	1951.898	2227.882	2137.624	1322.392	1663.35	1249.306	1578.336	845.5547	979.9664	901.2063	835.6027
965_1_2	1182.521	1133.89	1248.909	1284.234	1842.179	1836.618	2078.342	2165.285	1364.229	1582.132	1228.463	1550.323	789.5289	918.1376	845.3431	855.2237
965_1_3	1122.903	933.1476	1241.414	1267.557	1817.893	1593.97	1995.013	2087.815	1235.672	1450.601	1217.3	1424.353	724.5325	818.5501	815.2504	798.3988
965_1_4	1197.847	752.4803	1135.954	1239.965	1786.799	1347.241	1934.584	2020.716	1272.93	1504.039	1125.662	1543.594	703.0458	847.4382	864.0559	796.0686
965_1_5	1179.736	482.2772	1084.347	1241.069	1456.061	823.6584	1736.584	1525.1	1130.312	1348.234	1046.789	1507.515	608.6523	663.2964	799.594	686.7349
965_1_6	938.0301	201.8554	758.0263	1139.676	626.7847	260.0733	1239.643	792.3556	345.6433	1006.173	609.6526	1339.332	253.1669	318.3266	560.2305	405.9658
965_1_7	81.32509	8.090448	192.402	1001.147	55.7526	10.37666	680.3624	106.166	-55.3482	602.3203	123.1885	983.8857	10.00696	55.55163	273.7793	58.16404
965_1_8	-20.5502	-14.1642	-4.227489	513.2155	-2.51231	-25.8187	201.1371	12.93055	-78.7854	135.108	-21.07481	63.63669	-20.7446	-27.5224	5.163425	-56.2924
965_1_9	-49.2578	-90.8092	-22.53133	-23.62884	-11.4284	-63.0813	148.088	-4.47125	-102.494	29.32865	-32.31593	-44.2514	-59.5724	-44.0547	-56.0357	-62.453
965_1_10	-45.3095	-57.9676	-9.436563	-25.331	-12.1808	-38.6235	192.9463	13.93859	-106.214	13.79071	-16.86634	-44.0056	-52.1844	-36.5205	-46.9477	-43.246
965_1_11	-53.1249	-38.6766	-9.214107	-32.10583	-30.0431	-33.7331	97.32041	-12.83	-90.3583	13.33035	-10.04051	-46.1449	-54.7484	-31.2703	-48.5501	-51.6554
965_2__1	2393.836	2295.296	2487.443	2573.327	3693.3	3788.516	4306.224	4302.909	2686.621	3245.482	2477.769	3128.659	1635.0836	1898.104	1746.5494	1690.8264
965_2__2	2305.424	2067.0376	2490.323	2551.791	3660.072	3430.588	4073.355	4253.1	2599.901	3032.733	2445.763	2974.676	1514.0614	1736.6877	1660.5935	1653.6225
965_2__3	2320.75	1685.6279	2377.368	2507.522	3604.692	2941.211	3929.597	4108.531	2508.602	2954.64	2342.962	2967.947	1427.5783	1665.9883	1679.3063	1594.4674
965_2__4	2377.583	1234.7575	2220.301	2481.034	3242.86	2170.8994	3671.168	3545.816	2403.242	2852.273	2172.451	3051.109	1311.6981	1510.7346	1663.6499	1482.8035
965_2__5	2117.7661	684.1326	1842.3733	2380.745	2082.8457	1083.7317	2976.227	2317.4556	1475.9553	2354.407	1656.4416	2846.847	861.8192	981.623	1359.8245	1092.7007
965_2__6	1019.35519	209.945848	950.4283	2140.823	682.5373	270.44996	1920.0054	898.5216	290.2951	1608.4933	732.8411	2323.2177	263.17386	373.87823	834.0098	464.12984
965_2__7	60.77489	-6.073752	188.174511	1514.3625	53.24029	-15.44204	881.4995	119.09655	-134.1336	737.4283	102.11369	1047.52239	-10.73764	28.02923	278.942725	1.87164
965_2__8	-69.808	-104.9734	-26.758819	489.58666	-13.94071	-88.9	349.2251	8.4593	-181.2794	164.43665	-53.39074	19.38529	-80.317	-71.5771	-50.872275	-118.7454
965_2__9	-94.5673	-148.7768	-31.967893	-48.95984	-23.6092	-101.7048	341.0343	9.46734	-208.708	43.11936	-49.18227	-88.257	-111.7568	-80.5752	-102.9834	-105.699
965_2__10	-98.4344	-96.6442	-18.65067	-57.43683	-42.2239	-72.3566	290.26671	1.10859	-196.5723	27.12106	-26.90685	-90.1505	-106.9328	-67.7908	-95.4978	-94.9014
965_3_1	3516.739	3228.4436	3728.857	3840.884	5511.193	5382.486	6301.237	6390.724	3922.293	4696.083	3695.069	4553.012	2359.6161	2716.6541	2561.7998	2489.2252
965_3_2	3503.271	2819.5179	3626.277	3791.756	5446.871	4777.829	6007.939	6273.816	3872.831	4536.772	3571.425	4518.27	2217.1072	2584.1259	2524.6494	2449.6911
965_3_3	3500.486	2167.9051	3461.715	3748.591	5060.753	3764.8694	5666.181	5633.631	3638.914	4302.874	3389.751	4475.462	2036.2306	2329.2847	2478.9003	2281.2023
965_3_4	3315.6131	1436.6129	2978.3273	3620.71	3869.6447	2430.9727	4910.811	4338.1716	2748.8853	3858.446	2782.1036	4390.441	1564.865	1829.0612	2223.8804	1888.7693
965_3_5	2199.09119	692.223048	2034.7753	3381.892	2138.5983	1094.10836	3656.5894	2423.6216	1420.6071	2956.7273	1779.6301	3830.7327	871.82616	1037.17463	1633.6038	1150.86474
965_3_6	998.80499	195.781648	946.200811	2654.0385	680.02499	244.63126	2121.1425	911.45215	211.5097	1743.6013	711.76629	2386.85439	242.42926	346.35583	839.173225	407.83744
965_3_7	11.51709	-96.882952	165.643181	1490.73366	41.81189	-78.52334	1029.5875	114.6253	-236.6276	766.75695	69.79776	1003.27099	-70.31004	-16.02547	222.907025	-60.58136
965_3_8	-115.1175	-162.941	-36.195382	464.25566	-26.12151	-127.5235	542.1714	22.39789	-287.4934	178.22736	-70.25708	-24.62031	-132.5014	-108.0976	-97.819975	-161.9914
965_3_9	-147.6922	-187.4534	-41.182	-81.06567	-53.6523	-135.4379	438.35471	-3.36266	-299.0663	56.44971	-59.22278	-134.4019	-166.5052	-111.8455	-151.5335	-157.3544
965_4_1	4714.586	3980.9239	4864.811	5080.849	7297.992	6729.727	8235.821	8411.44	5195.223	6200.122	4820.731	6096.606	3062.6619	3564.0923	3425.8557	3285.2938
965_4_2	4683.007	3301.7951	4710.624	5032.825	6902.932	5601.4874	7744.523	7798.916	5003.143	5885.006	4618.214	6025.785	2825.7595	3247.4223	3324.2434	3136.426
965_4_3	4438.5161	2369.7605	4219.7413	4888.267	5687.5377	4024.9427	6905.824	6425.9866	3984.5573	5309.047	3999.4036	5814.794	2289.3975	2647.6113	3039.1308	2687.1681
965_4_4	3396.93819	1444.703348	3170.7293	4621.857	3925.3973	2441.34936	5591.1734	4444.3376	2693.5371	4460.7663	2905.2921	5374.3267	1574.87196	1884.61283	2497.6597	1946.93334
965_4_5	2178.54099	678.058848	2030.547811	3895.1075	2136.08599	1068.28966	3857.7265	2436.55215	1341.8217	3091.8353	1758.55529	3894.36939	851.08156	1009.65223	1638.767225	1094.57234
965_4_6	949.54719	104.972448	923.669481	2630.40966	668.59659	181.54996	2269.2305	906.9809	109.0157	1772.92995	679.45036	2342.60299	182.85686	302.30113	783.137525	345.38444
965_4_7	-33.79241	-154.850552	156.206618	1465.40266	29.63109	-117.14684	1222.5338	128.56389	-342.8416	780.54766	52.93142	959.26539	-122.49444	-52.54597	175.959325	-103.82736
965_4_8	-168.2424	-201.6176	-45.409489	432.14983	-56.16461	-161.2566	639.49181	9.56789	-377.8517	191.55771	-80.29759	-70.76521	-187.2498	-139.3679	-146.370075	-213.6468
965_5_1	5894.322	4463.2011	5949.158	6321.918	8754.053	7553.3854	9972.405	9936.54	6325.535	7548.356	5867.52	7604.121	3671.3142	4227.3887	4225.4497	3972.0287
965_5_2	5621.0371	3503.6505	5468.6503	6172.501	7529.7167	5861.5607	8984.166	8591.2716	5348.7863	6891.179	5227.8666	7365.117	3078.9264	3565.7489	3884.4739	3542.3918
965_5_3	4519.84119	2377.850948	4412.1433	5889.414	5743.2903	4035.31936	7586.1864	6532.1526	3929.2091	5911.3673	4122.5921	6798.6797	2299.40446	2703.16293	3312.9101	2745.33214
965_5_4	3376.38799	1430.539148	3166.501811	5135.0725	3922.88499	2415.53066	5792.3105	4457.26815	2614.7517	4595.8743	2884.21729	5437.96339	1554.12736	1857.09043	2502.823125	1890.64094
965_5_5	2129.28319	587.249648	2008.016481	3871.47866	2124.65759	1005.20836	4005.8145	2432.0809	1239.3277	3121.16395	1726.23936	3850.11799	791.50916	965.59753	1582.731525	1032.11934
965_5_6	904.23769	47.004848	914.232918	2605.07866	656.41579	142.92646	2462.1768	920.91949	2.8017	1786.72066	662.58402	2298.59739	130.67246	265.78063	736.189825	302.13844
965_5_7	-86.91731	-193.527152	146.992511	1433.29683	-0.41201	-150.87994	1319.85421	115.73389	-433.1999	793.87801	42.89091	913.12049	-177.24284	-83.81627	127.409225	-155.48276
965_6_1	6832.3521	4665.0565	6707.1843	7461.594	9380.8377	7813.4587	11212.048	10728.8956	6671.1783	8554.529	6477.1726	8943.453	3924.4811	4545.7153	4785.6802	4377.9945
965_6_2	5702.36219	3511.740948	5661.0523	7173.648	7585.4693	5871.93736	9664.5284	8697.4376	5293.4381	7493.4993	5351.0551	8349.0027	3088.93336	3621.30053	4158.2532	3600.55584
965_6_3	4499.29099	2363.686748	4407.915811	6402.6295	5740.77799	4009.50066	7787.3235	6545.08315	3850.4237	6046.4753	4101.51729	6862.31639	2278.65986	2675.64053	3318.073525	2689.03974
965_6_4	3327.13019	1339.729948	3143.970481	5111.44366	3911.45659	2352.44936	5940.3985	4452.7969	2512.2577	4625.20295	2851.90136	5393.71199	1494.55496	1813.03573	2446.787425	1828.18794
965_6_5	2083.97369	529.282048	1998.579918	3846.14766	2112.47679	966.58486	4198.7608	2446.01949	1133.1137	3134.95466	1709.37302	3806.11239	739.32476	929.07703	1535.783825	988.87334
965_6_6	851.11279	8.328248	905.018811	2572.97283	626.37269	109.19336	2559.49721	908.08949	-87.5566	1800.05101	652.54351	2252.45249	75.92406	234.51033	687.639725	250.48304
965_7_1	6913.67719	4673.146948	6899.5863	8462.741	9436.5903	7823.83536	11892.4104	10835.0616	6615.8301	9156.8493	6600.3611	9927.3387	3934.48806	4601.26693	5059.4595	4436.15854
965_7_2	5681.81199	3497.576748	5656.824811	7686.8635	7582.95699	5846.11866	9865.6655	8710.36815	5214.6527	7628.6073	5329.98029	8412.63939	3068.18876	3593.77813	4163.416625	3544.26344
965_7_3	4450.03319	2272.877548	4385.384481	6379.00066	5729.34959	3946.41936	7935.4115	6540.6119	3747.9297	6075.80395	4069.20136	6818.06499	2219.08746	2631.58583	3262.037825	2626.58674
965_7_4	3281.82069	1281.762348	3134.533918	5086.11266	3899.27579	2313.82586	6133.3448	4466.73549	2406.0437	4638.99366	2835.03502	5349.70639	1442.37056	1776.51523	2399.839725	1784.94194
965_7_5	2030.84879	490.605448	1989.365811	3814.04183	2082.43369	932.85176	4296.08121	2433.18949	1042.7554	3148.28501	1699.33251	3759.96749	684.57636	897.80673	1487.233725	937.21794
965_8_1	6893.12699	4658.982748	6895.358811	8975.9565	9434.07799	7798.01666	12093.5475	10847.99215	6537.0447	9291.9573	6579.28629	9990.97539	3913.74346	4573.74453	5064.622925	4379.86614
965_8_2	5632.55419	3406.767548	5634.293481	7663.23466	7571.52859	5783.03736	10013.7535	8705.8969	5112.1587	7657.93595	5297.66436	8368.38799	3008.61636	3549.72343	4107.380925	3481.81044
965_8_3	4404.72369	2214.909948	4375.947918	6353.66966	5717.16879	3907.79586	8128.3578	6554.55049	3641.7157	6089.59466	4052.33502	6774.05939	2166.90306	2595.06533	3215.090125	2583.34074
965_8_4	3228.69579	1243.085748	3125.319811	5054.00683	3869.23269	2280.09276	6230.66521	4453.90549	2315.6854	4652.32401	2824.99451	5303.56149	1387.62216	1745.24493	2351.289625	1733.28654
965_9_1	6843.86919	4568.173548	6872.827481	8952.32766	9422.64959	7734.93536	12241.6355	10843.5209	6434.5507	9321.28595	6546.97036	9946.72399	3854.17106	4529.68983	5008.587225	4317.41314
965_9_2	5587.24469	3348.799948	5624.856918	7637.90366	7559.34779	5744.41386	10206.6998	8719.83549	5005.9447	7671.72666	5280.79802	8324.38239	2956.43196	3513.20293	4060.433225	3438.56444
965_9_3	4351.59879	2176.233348	4366.733811	6321.56383	5687.12569	3874.06276	8225.67821	6541.72049	3551.3574	6102.92501	4042.29451	6727.91449	2112.15466	2563.79503	3166.540025	2531.68534
965_10_1	6798.55969	4510.205948	6863.390918	8926.99666	9410.46879	7696.31186	12434.5818	10857.45949	6328.3367	9335.07666	6530.10402	9902.71839	3801.98666	4493.16933	4961.639525	4274.16714
965_10_2	5534.11979	3310.123348	5615.642811	7605.79783	7529.30469	5710.68076	10304.02021	8707.00549	4915.5864	7685.05701	5270.75751	8278.23749	2901.68356	3481.93263	4011.883125	3386.90904
965_11_1	6745.43479	4471.529348	6854.176811	8894.89083	9380.42569	7662.57876	12531.90221	10844.62949	6237.9784	9348.40701	6520.06351	9856.57349	3747.23826	4461.89903	4913.089425	4222.51174
KH1-081_1_1	824.8189	1274.444	1729.498	1608.737	1727.956	1757.775	1903.689	2216.315	994.0389	1036.099	1089.291	1030.966	1305.6	2079.715	1750.141	1774.482
KH1-081_1_2	828.6859	1111.867	1736.413	1612.069	1725.146	1577.087	1799.896	2110.936	982.0298	962.5287	1047.777	967.837	1249.141	1971.624	1733.959	1745.9
KH1-081_1_3	807.3826	961.5362	1576.681	1421.815	1684.308	1211.758	1660.193	2195.925	847.7922	858.6851	1044.088	862.5725	1199.528	1728.283	1695.439	1669.125
KH1-081_1_4	851.6716	827.6861	1512.329	1512.866	1909.413	888.8343	1576.566	2026.013	951.8946	847.5914	846.3425	894.1897	1293.674	1596.592	1623.345	1701.983
KH1-081_1_5	847.7736	425.1965	1551.07	1375.048	1731.396	377.2946	1167.613	1972.602	885.5641	678.9865	891.5912	820.093	1231.467	1096.355	1487.2	1598.903
KH1-081_1_6	819.2641	41.04009	1495.554	1207.077	1394.933	104.9788	759.5673	1850.242	663.31	422.0469	688.6738	595.7029	1056.698	445.5298	1083.662	1409.333
KH1-081_1_7	303.8037	-77.6236	1027.466	791.5735	363.3547	12.26034	350.1684	1410.972	231.8795	218.5996	395.5993	227.5351	621.8447	100.6218	635.5649	1085.455
KH1-081_1_8	26.46572	-36.3125	687.1784	90.67944	45.61032	-8.94015	137.0407	880.4121	-19.2751	70.25044	168.2999	-42.1917	303.0734	2.82853	160.0076	671.7073
KH1-081_1_9	-72.4976	-124.195	690.443	-11.1039	20.12826	-84.3162	31.98309	1011.856	-119.377	-6.66341	167.636	-106.818	237.8451	12.90516	-25.3042	595.048
KH1-081_1_10	-68.6196	-68.9967	868.3015	-42.4242	19.14465	-53.9947	49.09847	1268.155	-119.922	2.17083	215.7166	-114.752	184.2754	-4.46228	5.307715	502.258
KH1-081_1_11	-67.406	-70.0467	811.6196	-43.9511	1.861123	-38.4661	-20.4987	1341.068	-102.56	-1.45141	278.7439	-105.902	38.38949	-28.1602	-10.1035	116.7081
KH1-081_2__1	1653.5048	2386.311	3465.911	3220.806	3453.102	3334.862	3703.585	4327.251	1976.0687	1998.6277	2137.068	1998.803	2554.741	4051.339	3484.1	3520.382
KH1-081_2__2	1636.0685	2073.4032	3313.094	3033.884	3409.454	2788.845	3460.089	4306.861	1829.822	1821.2138	2091.865	1830.4095	2448.669	3699.907	3429.398	3415.025
KH1-081_2__3	1659.0542	1789.2223	3089.01	2934.681	3593.721	2100.5923	3236.759	4221.938	1799.6868	1706.2765	1890.4305	1756.7622	2493.202	3324.875	3318.784	3371.108
KH1-081_2__4	1699.4452	1252.8826	3063.399	2887.914	3640.809	1266.1289	2744.179	3998.615	1837.4587	1526.5779	1737.9337	1714.2827	2525.141	2692.947	3110.545	3300.886
KH1-081_2__5	1667.0377	466.23659	3046.624	2582.125	3126.329	482.2734	1927.1803	3822.844	1548.8741	1101.0334	1580.265	1415.7959	2288.165	1541.8848	2570.862	3008.236
KH1-081_2__6	1123.0678	-36.58351	2523.02	1998.6505	1758.2877	117.23914	1109.7357	3261.214	895.1895	640.6465	1084.2731	823.238	1678.5427	546.1516	1719.2269	2494.788
KH1-081_2__7	330.26942	-113.9361	1714.6444	882.25294	408.96502	3.32019	487.2091	2291.3841	212.6044	288.85004	563.8992	185.3434	924.9181	103.45033	795.5725	1757.1623
KH1-081_2__8	-46.03188	-160.5075	1377.6214	79.57554	65.73858	-93.25635	169.02379	1892.2681	-138.6521	63.58703	335.9359	-149.0097	540.9185	15.73369	134.7034	1266.7553
KH1-081_2__9	-141.1172	-193.1917	1558.7445	-53.5281	39.27291	-138.3109	81.08156	2280.011	-239.299	-4.49258	383.3526	-221.57	422.1205	8.44288	-19.996485	1097.306
KH1-081_2__10	-136.0256	-139.0434	1679.9211	-86.3753	21.005773	-92.4608	28.59977	2609.223	-222.482	0.71942	494.4605	-220.654	222.66489	-32.62248	-4.795785	618.9661
KH1-081_3_1	2460.8874	3347.8472	5042.592	4642.621	5137.41	4546.62	5363.778	6523.176	2823.8609	2857.3128	3181.156	2861.3755	3754.269	5779.622	5179.539	5189.507
KH1-081_3_2	2487.7401	2901.0893	4825.423	4546.75	5318.867	3677.6793	5036.655	6332.874	2781.7166	2668.8052	2938.2075	2724.5992	3742.343	5296.499	5052.743	5117.008
KH1-081_3_3	2506.8278	2214.4188	4640.08	4309.729	5325.117	2477.8869	4404.372	6194.54	2685.2509	2385.263	2782.0217	2576.8552	3724.669	4421.23	4805.984	4970.011
KH1-081_3_4	2518.7093	1293.92269	4558.953	4094.991	5035.742	1371.1077	3503.7463	5848.857	2500.7687	1948.6248	2426.6075	2309.9856	3581.839	3138.4768	4194.207	4710.219
KH1-081_3_5	1970.8414	388.61299	4074.09	3373.6985	3489.6837	494.53374	2277.3487	5233.816	1780.7536	1319.633	1975.8643	1643.331	2910.0097	1642.5066	3206.4269	4093.691
KH1-081_3_6	1149.53352	-72.89601	3210.1984	2089.32994	1803.89802	108.29899	1246.7764	4141.6261	875.9144	710.89694	1252.573	781.0463	1981.6161	548.98013	1879.2345	3166.4953
KH1-081_3_7	257.77182	-238.1311	2405.0874	871.14904	429.09328	-80.99601	519.19219	3303.2401	93.2274	282.18663	731.5352	78.5254	1162.7632	116.35549	770.2683	2352.2103
KH1-081_3_8	-114.65148	-229.5042	2245.9229	37.15134	84.88323	-147.25105	218.12226	3160.4231	-258.5741	65.75786	551.6525	-263.7617	725.1939	11.27141	140.011115	1769.0133
KH1-081_3_9	-208.5232	-263.2384	2370.3641	-97.4792	41.134033	-176.777	60.58286	3621.079	-341.859	-5.94399	662.0965	-327.472	460.50999	-19.71732	-30.099985	1214.0141
KH1-081_4_1	3312.559	4175.5333	6554.921	6155.487	7046.823	5435.4543	6940.344	8549.189	3775.7555	3704.9042	4027.4985	3755.5652	5047.943	7376.214	6802.884	6891.49
KH1-081_4_2	3335.5137	3326.2858	6376.493	5921.798	7050.263	4054.9739	6204.268	8305.476	3667.2807	3347.7917	3829.7987	3544.6922	4973.81	6392.854	6539.943	6715.911
KH1-081_4_3	3326.0919	2255.45889	6135.634	5516.806	6720.05	2582.8657	5163.9393	8044.782	3348.5609	2807.3099	3470.6955	3172.5581	4781.367	4866.7598	5889.646	6379.344
KH1-081_4_4	2822.513	1216.29909	5586.419	4886.5645	5399.0967	1383.36804	3853.9147	7259.829	2732.6482	2167.2244	2822.2068	2537.5207	4203.6837	3239.0986	4829.7719	5795.674
KH1-081_4_5	1997.30712	352.30049	4761.2684	3464.37794	3535.29402	485.59359	2414.3894	6114.2281	1761.4785	1389.88344	2144.1642	1601.1393	3213.0831	1645.33513	3366.4345	4765.3983
KH1-081_4_6	1077.03592	-197.09101	3900.6414	2078.22604	1824.02628	23.98279	1278.75949	5153.4821	756.5374	704.23353	1420.209	674.2283	2219.4612	561.88529	1853.9303	3761.5433
KH1-081_4_7	189.15222	-307.1278	3273.3889	828.72484	448.23793	-134.99071	568.29066	4571.3951	-26.6946	284.35746	947.2518	-36.2266	1347.0386	111.89321	775.576015	2854.4683
KH1-081_4_8	-182.05748	-299.5509	3057.5425	-6.79976	86.744353	-185.71715	197.62356	4501.4911	-361.1341	64.30645	830.3964	-369.6637	763.58339	-16.88879	129.907615	1885.7214
KH1-081_5_1	4160.3326	4600.7298	8105.991	7530.535	8778.219	5812.7489	8107.957	10521.791	4661.3196	4383.8907	4919.0897	4575.6582	6279.41	8472.569	8290.084	8490.393
KH1-081_5_2	4154.7778	3367.32589	7872.047	7128.875	8445.196	4159.9527	6963.8353	10155.718	4330.5907	3769.8386	4518.4725	4140.3951	6030.508	6838.3838	7623.605	8125.244
KH1-081_5_3	3629.8956	2177.83529	7163.1	6308.3795	7083.4047	2595.12604	5514.1077	9455.754	3580.4404	3025.9095	3866.2948	3400.0932	5403.2117	4967.3816	6525.2109	7464.799
KH1-081_5_4	2848.97872	1179.98659	6273.5974	4977.24394	5444.70702	1374.42789	3990.9554	8140.2411	2713.3731	2237.47484	2990.5067	2495.329	4506.7571	3241.92713	4989.7795	6467.3813
KH1-081_5_5	1924.80952	228.10549	5451.7114	3453.27404	3555.42228	401.27739	2446.37249	7126.0841	1642.1015	1383.22003	2311.8002	1494.3213	3450.9282	1658.24029	3341.1303	5360.4463
KH1-081_5_6	1008.41632	-266.08771	4768.9429	2035.80184	1843.17093	-30.01191	1327.85796	6421.6371	636.6154	706.40436	1635.9256	559.4763	2403.7366	557.42301	1859.238015	4263.8013
KH1-081_5_7	121.74622	-377.1745	4085.0085	784.77374	450.099053	-173.45681	547.79196	5912.4631	-129.2546	282.90605	1225.9957	-142.1286	1385.42809	83.73301	765.472515	2971.1764
KH1-081_6_1	4979.5967	4641.76989	9601.545	8737.612	10173.152	5917.7277	8867.5243	12372.033	5324.6296	4805.9376	5607.7635	5171.3611	7336.108	8918.0988	9373.746	9899.726
KH1-081_6_2	4458.5815	3289.70229	8899.513	7920.4485	8808.5507	4172.21304	7314.0037	11566.69	4562.4702	3988.4382	4914.0718	4367.9302	6652.3527	6939.0056	8259.1699	9210.699
KH1-081_6_3	3656.36132	2141.52279	7850.2784	6399.05894	7129.01502	2586.18589	5651.1484	10336.1661	3561.1653	3096.15994	4034.5947	3357.9015	5706.2851	4970.21013	6685.2185	8136.5063
KH1-081_6_4	2776.48112	1055.79159	6964.0404	4966.14004	5464.83528	1290.11169	4022.93849	9152.0971	2593.9961	2230.81143	3158.1427	2388.511	4744.6022	3254.83229	4964.4753	7062.4293
KH1-081_6_5	1856.18992	159.10879	6320.0129	3410.84984	3574.56693	347.28269	2495.47096	8394.2391	1522.1795	1385.39086	2527.5168	1379.5693	3635.2036	1653.77801	3346.438015	5862.7043
KH1-081_6_6	941.01032	-336.13441	5580.5625	1991.85074	1845.032053	-68.47801	1307.35926	7762.7051	534.0554	704.95295	1914.6695	453.5743	2442.12609	529.26281	1849.134515	4380.5094
KH1-081_7_1	5283.4004	4564.14629	10629.011	9529.1855	10536.5067	5929.98804	9217.6927	13783.005	5556.5091	5024.5372	6003.3628	5398.8962	7957.9527	9018.7206	10009.3109	10985.181
KH1-081_7_2	4485.04722	3253.38979	9586.6914	8011.12794	8854.16102	4163.27289	7451.0444	12447.1021	4543.1951	4058.68864	5082.3717	4325.7385	6955.4261	6941.83413	8419.1775	9882.4063
KH1-081_7_3	3583.86372	2017.32779	8540.7214	6387.95504	7149.14328	2501.86969	5683.13149	11348.0221	3441.7883	3089.49653	4202.2307	3251.0835	5944.1302	4983.11529	6659.9143	8731.5543
KH1-081_7_4	2707.86152	986.79489	7832.3419	4923.71584	5483.97993	1236.11699	4072.03696	10420.2521	2474.0741	2232.98226	3373.8593	2273.759	4928.8776	3250.37001	4969.783015	7564.6873
KH1-081_7_5	1788.78392	89.06209	7131.6325	3366.89874	3576.428053	308.81659	2474.97226	9735.3071	1419.6195	1383.93945	2806.2607	1273.6673	3673.59309	1625.61781	3336.334515	5979.4124
